ConferenceLocation,Country,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,TTCI,EE,TTPEC,INF,NCR,BE,SS,HH,HRLM,ICTR,PTT,IO,PC,ES,ATI,GPI,TSI,NR,CRBT
"West Lafayette, Indiana, United States",United States,79732.0,82756.0,82525.0,74767.0,75796.0,78343.0,70975.0,64434.0,62082.0,67606.0,71484.0,183178.0,175299.0,175703.0,160508.0,162275.0,147271.416,171629.897,179309.907,178311.354,176864.526,175261.488,174291.74599999998,169324.918,165478.0,45037.0,5.3,5.8,4.6,5.8,4.9,5.8,5.6,5.8,5.8,6.0,5.5,4.0,4.7,4.1,5.9,4.9,6.6,5.0,4.7
"San Luis Potosi, Mexico",Mexico,85446.0,90394.0,92915.0,95214.0,99869.0,105673.0,100718.0,100153.0,92330.0,99250.0,103146.0,97701.0,93582.0,92948.0,88044.0,81953.0,75732.0,76749.0,78100.0,81042.0,87129.0,94853.0,99349.0,96497.0,97406.0,51128.0,4.7,4.5,4.6,4.0,5.6,4.2,4.2,5.4,4.5,4.4,5.2,3.9,5.3,3.9,4.0,3.2,4.8,6.0,5.3
"Almada, Portugal",Portugal,23066.0,23252.0,24244.0,26560.0,27016.0,28014.0,28150.0,27194.0,27532.0,21165.0,21173.0,22588.0,,,,,,,,,,,,,,,4.9,5.5,4.8,5.2,4.0,4.7,6.3,6.0,5.1,5.5,5.7,4.2,5.1,4.2,4.7,4.2,6.7,4.0,4.1
"Kristiansand, Norway",Norway,,,,5045.0,5123.0,5121.0,5115.0,4543.0,4686.0,5130.0,5418.0,5738.0,6017.0,6054.0,6114.0,6578.0,6693.0,,,,,,,,,,4.6,5.9,4.9,4.9,2.7,5.3,6.1,6.4,5.5,6.3,5.4,4.0,4.2,5.8,5.6,3.9,5.1,3.2,2.2
"Dayton, Ohio, United States",United States,79732.0,82756.0,82525.0,74767.0,75796.0,78343.0,70975.0,64434.0,62082.0,67606.0,71484.0,183178.0,175299.0,175703.0,160508.0,162275.0,147271.416,171629.897,179309.907,178311.354,176864.526,175261.488,174291.74599999998,169324.918,165478.0,45037.0,5.3,5.8,4.6,5.8,4.9,5.8,5.6,5.8,5.8,6.0,5.5,4.0,4.7,4.1,5.9,4.9,6.6,5.0,4.7
"Mount Pleasant, Michigan, United States",United States,79732.0,82756.0,82525.0,74767.0,75796.0,78343.0,70975.0,64434.0,62082.0,67606.0,71484.0,183178.0,175299.0,175703.0,160508.0,162275.0,147271.416,171629.897,179309.907,178311.354,176864.526,175261.488,174291.74599999998,169324.918,165478.0,45037.0,5.3,5.8,4.6,5.8,4.9,5.8,5.6,5.8,5.8,6.0,5.5,4.0,4.7,4.1,5.9,4.9,6.6,5.0,4.7
"Regina, Saskatchewan, Canada",Canada,41657.0,43256.0,45076.0,48064.0,49055.0,48638.0,47147.0,44896.0,38903.0,38845.0,36160.0,33390.0,30373.0,27370.0,24696.0,25621.0,25066.0,25318.0,25167.0,25558.0,27555.0,30142.0,31081.0,31274.0,32430.0,5068.0,5.1,5.6,4.6,5.5,4.4,5.2,6.1,5.7,5.5,5.8,5.1,3.6,4.9,4.9,6.6,3.9,6.1,4.8,4.0
"Kochi, Kerala, India",India,2143.0,2308.0,2395.0,2382.0,2508.0,2677.0,2591.0,2428.0,2774.0,3512.0,4038.0,4626.0,5244.0,5373.0,5295.0,5881.0,,,,,,,,,,,4.4,4.4,4.5,3.8,5.0,4.9,4.5,4.4,4.5,3.6,4.3,3.8,6.1,3.6,4.2,4.5,2.8,4.5,5.5
"Thiruvananthapuram, Kerala, India",India,2143.0,2308.0,2395.0,2382.0,2508.0,2677.0,2591.0,2428.0,2774.0,3512.0,4038.0,4626.0,5244.0,5373.0,5295.0,5881.0,,,,,,,,,,,4.4,4.4,4.5,3.8,5.0,4.9,4.5,4.4,4.5,3.6,4.3,3.8,6.1,3.6,4.2,4.5,2.8,4.5,5.5
"Maastricht, Limburg, Netherlands",Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,5.9,4.8,5.4,3.1,5.5,6.0,6.3,5.6,6.3,4.8,4.3,4.6,5.4,5.2,6.1,4.8,2.7,3.4
"Uttar Pradesh, India",India,2143.0,2308.0,2395.0,2382.0,2508.0,2677.0,2591.0,2428.0,2774.0,3512.0,4038.0,4626.0,5244.0,5373.0,5295.0,5881.0,,,,,,,,,,,4.4,4.4,4.5,3.8,5.0,4.9,4.5,4.4,4.5,3.6,4.3,3.8,6.1,3.6,4.2,4.5,2.8,4.5,5.5
"Modena, Emilia-Romagna, Italy",Italy,55706.0,59805.0,57998.0,58499.0,59521.0,62702.0,60960.0,63561.0,63026.0,58480.0,59230.0,66353.0,70271.0,70719.0,71692.0,73225.0,75866.0,76293.0,76762.0,77694.0,81068.0,84925.0,89931.0,93228.6,95399.0,38419.0,5.1,5.2,4.4,5.0,5.7,4.0,5.5,6.3,4.6,5.5,4.8,4.1,4.4,4.3,4.4,4.7,6.0,4.9,6.5
"Larissa, Thessaly and Central Greece, Greece",Greece,10712.0,9782.0,10588.0,11364.0,12606.0,13567.0,14678.0,14918.0,14785.0,14268.0,15938.0,17284.0,,,,,,,20112.0,24272.0,26114.0,28071.0,30161.0,33072.0,34005.0,7406.0,4.5,5.2,4.8,4.8,3.4,3.9,5.6,6.5,4.7,5.2,5.6,4.1,4.9,4.5,4.8,3.8,5.8,3.5,3.3
"Municipal District of Bighorn, Alberta, Canada",Canada,41657.0,43256.0,45076.0,48064.0,49055.0,48638.0,47147.0,44896.0,38903.0,38845.0,36160.0,33390.0,30373.0,27370.0,24696.0,25621.0,25066.0,25318.0,25167.0,25558.0,27555.0,30142.0,31081.0,31274.0,32430.0,5068.0,5.1,5.6,4.6,5.5,4.4,5.2,6.1,5.7,5.5,5.8,5.1,3.6,4.9,4.9,6.6,3.9,6.1,4.8,4.0
"Beja, Portugal",Portugal,23066.0,23252.0,24244.0,26560.0,27016.0,28014.0,28150.0,27194.0,27532.0,21165.0,21173.0,22588.0,,,,,,,,,,,,,,,4.9,5.5,4.8,5.2,4.0,4.7,6.3,6.0,5.1,5.5,5.7,4.2,5.1,4.2,4.7,4.2,6.7,4.0,4.1
"Las Palmas de Gran Canaria, Spain",Spain,52460.0,55077.0,62415.0,68068.0,72040.0,74580.0,75564.0,79313.0,82326.0,85981.0,92563.0,96152.0,98907.0,97670.0,91899.0,93744.0,99187.0,98128.0,103231.0,107144.0,109834.0,115561.0,121717.0,124456.0,126170.0,36410.0,5.4,5.5,4.9,5.6,5.7,4.5,6.1,6.2,4.9,5.8,5.9,3.9,5.0,4.7,5.0,5.2,6.6,4.8,6.7
"Killarney, Ireland",Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,5.6,4.9,4.9,2.7,5.2,6.0,5.8,5.3,5.7,5.5,4.5,4.6,4.9,4.5,4.5,5.8,2.6,2.9
"Sanya City, Hainan Province, China",China,46387.0,51128.0,57588.0,63478.0,72796.0,83444.0,89013.0,97908.0,91662.0,109038.0,120292.0,124942.0,131873.0,130027.0,126476.0,133762.0,135423.0,132405.0,129078.0,128499.0,133820.0,141774.0,153260.0,158606.0,162538.0,30402.0,4.9,5.2,4.3,3.9,6.1,4.7,5.6,5.6,5.2,5.0,4.8,3.1,5.7,3.8,4.3,3.9,3.5,5.1,7.0
"Cebu City, Philippines",Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,4.4,4.6,3.2,2.8,4.3,3.6,4.8,5.0,4.4,4.9,3.5,5.9,4.0,3.2,2.8,3.6,3.8,1.8
"Stowe, Vermont, United States",United States,79732.0,82756.0,82525.0,74767.0,75796.0,78343.0,70975.0,64434.0,62082.0,67606.0,71484.0,183178.0,175299.0,175703.0,160508.0,162275.0,147271.416,171629.897,179309.907,178311.354,176864.526,175261.488,174291.74599999998,169324.918,165478.0,45037.0,5.3,5.8,4.6,5.8,4.9,5.8,5.6,5.8,5.8,6.0,5.5,4.0,4.7,4.1,5.9,4.9,6.6,5.0,4.7
"Kaunas, Kaunas County, Lithuania",Lithuania,2600.0,3497.0,3702.0,4287.0,4454.0,4092.0,4195.0,3999.0,3635.0,,,,4251.0,4459.0,4001.0,4073.0,4504.0,4979.0,5264.0,5217.0,5048.0,5322.0,5590.0,6115.0,6150.0,2284.0,4.0,5.6,4.7,3.7,1.9,4.7,5.9,6.9,5.1,5.6,4.3,4.0,5.7,4.6,2.5,4.3,4.4,2.3,1.4
"Ginowan, Japan",Japan,3345.0,3837.0,4218.0,4106.0,4438.0,4757.0,4772.0,5239.0,5212.0,6138.0,6728.0,7334.0,8347.0,8351.0,6790.0,8611.0,6219.0,8358.0,10364.0,13413.0,19737.0,24039.0,28691.0,31191.0,31881.0,4115.8,5.4,5.9,4.8,5.5,5.3,5.4,6.2,6.4,5.3,6.2,5.3,4.6,4.8,4.4,4.8,6.0,5.7,4.1,6.5
"Nassau, The Bahamas",The Bahamas,3239.0,3416.0,3446.0,3348.0,3648.0,4204.0,4183.0,4406.0,4594.0,5004.0,4779.0,4731.0,4601.0,4394.0,4645.0,5255.0,5588.0,5940.0,6151.0,6320.0,6112.0,6265.0,6136.0,6622.0,7250.0,1794.5,,,,,,,,,,,,,,,,,,,
"Huntington Beach, California, United States",United States,79732.0,82756.0,82525.0,74767.0,75796.0,78343.0,70975.0,64434.0,62082.0,67606.0,71484.0,183178.0,175299.0,175703.0,160508.0,162275.0,147271.416,171629.897,179309.907,178311.354,176864.526,175261.488,174291.74599999998,169324.918,165478.0,45037.0,5.3,5.8,4.6,5.8,4.9,5.8,5.6,5.8,5.8,6.0,5.5,4.0,4.7,4.1,5.9,4.9,6.6,5.0,4.7
"Wuxi City, Jiangsu, China",China,46387.0,51128.0,57588.0,63478.0,72796.0,83444.0,89013.0,97908.0,91662.0,109038.0,120292.0,124942.0,131873.0,130027.0,126476.0,133762.0,135423.0,132405.0,129078.0,128499.0,133820.0,141774.0,153260.0,158606.0,162538.0,30402.0,4.9,5.2,4.3,3.9,6.1,4.7,5.6,5.6,5.2,5.0,4.8,3.1,5.7,3.8,4.3,3.9,3.5,5.1,7.0
"Tacoma, Washington, United States",United States,79732.0,82756.0,82525.0,74767.0,75796.0,78343.0,70975.0,64434.0,62082.0,67606.0,71484.0,183178.0,175299.0,175703.0,160508.0,162275.0,147271.416,171629.897,179309.907,178311.354,176864.526,175261.488,174291.74599999998,169324.918,165478.0,45037.0,5.3,5.8,4.6,5.8,4.9,5.8,5.6,5.8,5.8,6.0,5.5,4.0,4.7,4.1,5.9,4.9,6.6,5.0,4.7
"City of Kragujevac, Central Serbia, Serbia",Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,5.2,4.3,3.2,1.9,4.4,5.5,6.3,4.7,5.1,3.9,3.2,5.5,4.5,2.6,3.0,3.9,2.1,1.7
"Virginia, United States",United States,79732.0,82756.0,82525.0,74767.0,75796.0,78343.0,70975.0,64434.0,62082.0,67606.0,71484.0,183178.0,175299.0,175703.0,160508.0,162275.0,147271.416,171629.897,179309.907,178311.354,176864.526,175261.488,174291.74599999998,169324.918,165478.0,45037.0,5.3,5.8,4.6,5.8,4.9,5.8,5.6,5.8,5.8,6.0,5.5,4.0,4.7,4.1,5.9,4.9,6.6,5.0,4.7
"Poultney, Vermont, United States",United States,79732.0,82756.0,82525.0,74767.0,75796.0,78343.0,70975.0,64434.0,62082.0,67606.0,71484.0,183178.0,175299.0,175703.0,160508.0,162275.0,147271.416,171629.897,179309.907,178311.354,176864.526,175261.488,174291.74599999998,169324.918,165478.0,45037.0,5.3,5.8,4.6,5.8,4.9,5.8,5.6,5.8,5.8,6.0,5.5,4.0,4.7,4.1,5.9,4.9,6.6,5.0,4.7
"Suita, Japan",Japan,3345.0,3837.0,4218.0,4106.0,4438.0,4757.0,4772.0,5239.0,5212.0,6138.0,6728.0,7334.0,8347.0,8351.0,6790.0,8611.0,6219.0,8358.0,10364.0,13413.0,19737.0,24039.0,28691.0,31191.0,31881.0,4115.8,5.4,5.9,4.8,5.5,5.3,5.4,6.2,6.4,5.3,6.2,5.3,4.6,4.8,4.4,4.8,6.0,5.7,4.1,6.5
"Takamatsu, Japan",Japan,3345.0,3837.0,4218.0,4106.0,4438.0,4757.0,4772.0,5239.0,5212.0,6138.0,6728.0,7334.0,8347.0,8351.0,6790.0,8611.0,6219.0,8358.0,10364.0,13413.0,19737.0,24039.0,28691.0,31191.0,31881.0,4115.8,5.4,5.9,4.8,5.5,5.3,5.4,6.2,6.4,5.3,6.2,5.3,4.6,4.8,4.4,4.8,6.0,5.7,4.1,6.5
"Suwon-si, South Korea",South Korea,3753.0,3684.0,3908.0,4250.0,4660.0,5322.0,5147.0,5347.0,4753.0,5818.0,6023.0,6155.0,6448.0,6891.0,7818.0,8798.0,9795.0,11140.0,12176.0,14202.0,13232.0,17242.0,13336.0,15347.0,17503.0,2519.0,4.8,5.7,4.7,5.1,3.6,4.8,5.9,6.4,5.0,6.3,4.9,4.3,5.0,4.7,4.6,5.2,5.6,2.4,4.8
"Zonguldak, Turkey",Turkey,7727.0,8614.0,9689.0,9753.0,7487.0,10428.0,11619.0,13256.0,14030.0,17517.0,21125.0,19820.0,27215.0,31138.0,31760.0,32997.0,36769.0,37715.0,39861.0,41627.0,41114.0,30907.0,37970.0,46113.0,51747.0,15971.0,4.2,4.6,4.5,4.4,3.3,4.4,4.3,5.5,4.2,4.6,5.1,3.8,5.6,3.7,4.7,3.6,5.0,2.8,3.8
"Bar, Montenegro",Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,5.2,4.4,4.0,1.9,4.6,5.6,5.8,4.8,5.2,5.0,2.4,5.6,4.7,3.2,3.3,5.5,2.7,1.1
"Laguna Hills, California, United States",United States,79732.0,82756.0,82525.0,74767.0,75796.0,78343.0,70975.0,64434.0,62082.0,67606.0,71484.0,183178.0,175299.0,175703.0,160508.0,162275.0,147271.416,171629.897,179309.907,178311.354,176864.526,175261.488,174291.74599999998,169324.918,165478.0,45037.0,5.3,5.8,4.6,5.8,4.9,5.8,5.6,5.8,5.8,6.0,5.5,4.0,4.7,4.1,5.9,4.9,6.6,5.0,4.7
"Bridgeport, Connecticut, United States",United States,79732.0,82756.0,82525.0,74767.0,75796.0,78343.0,70975.0,64434.0,62082.0,67606.0,71484.0,183178.0,175299.0,175703.0,160508.0,162275.0,147271.416,171629.897,179309.907,178311.354,176864.526,175261.488,174291.74599999998,169324.918,165478.0,45037.0,5.3,5.8,4.6,5.8,4.9,5.8,5.6,5.8,5.8,6.0,5.5,4.0,4.7,4.1,5.9,4.9,6.6,5.0,4.7
"Ouagadougou, Burkina Faso",Burkina Faso,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,3.6,3.6,2.0,1.9,4.3,4.8,2.4,3.4,2.9,3.2,1.6,5.5,4.2,1.6,2.2,2.3,2.6,1.2
"Greater Noida, Uttar Pradesh, India",India,2143.0,2308.0,2395.0,2382.0,2508.0,2677.0,2591.0,2428.0,2774.0,3512.0,4038.0,4626.0,5244.0,5373.0,5295.0,5881.0,,,,,,,,,,,4.4,4.4,4.5,3.8,5.0,4.9,4.5,4.4,4.5,3.6,4.3,3.8,6.1,3.6,4.2,4.5,2.8,4.5,5.5
"Assisi, Umbria, Italy",Italy,55706.0,59805.0,57998.0,58499.0,59521.0,62702.0,60960.0,63561.0,63026.0,58480.0,59230.0,66353.0,70271.0,70719.0,71692.0,73225.0,75866.0,76293.0,76762.0,77694.0,81068.0,84925.0,89931.0,93228.6,95399.0,38419.0,5.1,5.2,4.4,5.0,5.7,4.0,5.5,6.3,4.6,5.5,4.8,4.1,4.4,4.3,4.4,4.7,6.0,4.9,6.5
"Yangsan-si, South Korea",South Korea,3753.0,3684.0,3908.0,4250.0,4660.0,5322.0,5147.0,5347.0,4753.0,5818.0,6023.0,6155.0,6448.0,6891.0,7818.0,8798.0,9795.0,11140.0,12176.0,14202.0,13232.0,17242.0,13336.0,15347.0,17503.0,2519.0,4.8,5.7,4.7,5.1,3.6,4.8,5.9,6.4,5.0,6.3,4.9,4.3,5.0,4.7,4.6,5.2,5.6,2.4,4.8
"Ribeirão Preto, São Paulo, Brazil",Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,4.5,4.2,3.5,5.6,3.7,4.3,5.4,4.3,4.8,4.0,3.0,5.4,4.3,3.7,2.4,4.5,5.8,5.4
"Općina Konavle, Croatia",Croatia,16100.0,19085.0,23660.0,25499.0,29215.0,37226.0,40129.0,41737.0,42857.0,44974.0,45762.0,47733.0,52271.0,51336.0,47573.0,49006.0,49969.0,47185.0,48345.0,51168.0,55858.0,57587.0,59238.0,57668.0,60021.0,21608.0,4.5,5.1,4.8,4.7,3.6,3.8,5.9,6.3,4.1,5.2,4.9,4.2,5.0,5.1,3.6,3.9,6.5,4.4,2.8
"Riga, Vidzeme, Latvia",Latvia,1633.0,1750.0,1842.0,1788.0,1738.0,1882.0,2061.0,2297.0,2524.0,3127.0,3791.0,4649.0,5209.0,5496.0,4727.0,5042.0,5538.0,5569.0,5822.0,6246.0,6842.0,6797.0,7726.0,7775.0,8342.0,3204.0,4.0,5.5,4.7,4.1,1.9,4.6,5.8,6.4,5.0,5.7,4.6,4.0,5.7,4.7,3.5,4.2,4.5,2.4,1.4
"Erfurt, Thuringia, Germany",Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,6.0,4.8,5.5,5.3,5.4,5.8,7.0,5.7,6.0,5.0,4.3,4.6,5.3,4.9,5.7,5.9,4.1,6.5
"Bogota, Colombia",Colombia,1433.0,751.0,758.0,823.0,725.0,707.0,788.0,661.0,668.0,840.0,981.0,2096.0,2381.0,2545.0,2649.0,1701.0,2356.0,2434.0,2595.0,2866.0,3371.0,3675.0,4056.0,4397.0,4531.0,1396.0,4.0,4.4,4.7,3.1,3.8,3.8,3.8,5.2,4.6,4.6,4.1,4.6,5.8,4.4,3.0,2.5,3.8,4.4,3.2
"Taipei, Taiwan",Taiwan,2332.0,2358.0,2372.0,2299.0,2411.0,2624.0,2831.0,2978.0,2248.0,2950.0,3378.0,3520.0,3716.0,3845.0,4395.0,5567.0,6087.0,7311.0,8016.0,9910.0,10440.0,10690.0,10740.0,11067.0,11864.0,1378.0,4.3,5.6,4.5,4.6,2.6,5.1,6.0,6.0,5.3,5.6,4.7,3.7,5.4,4.4,3.9,5.1,4.8,2.6,2.6
"Charlottesville, Virginia, United States",United States,79732.0,82756.0,82525.0,74767.0,75796.0,78343.0,70975.0,64434.0,62082.0,67606.0,71484.0,183178.0,175299.0,175703.0,160508.0,162275.0,147271.416,171629.897,179309.907,178311.354,176864.526,175261.488,174291.74599999998,169324.918,165478.0,45037.0,5.3,5.8,4.6,5.8,4.9,5.8,5.6,5.8,5.8,6.0,5.5,4.0,4.7,4.1,5.9,4.9,6.6,5.0,4.7
"Göttingen, Lower Saxony, Germany",Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,6.0,4.8,5.5,5.3,5.4,5.8,7.0,5.7,6.0,5.0,4.3,4.6,5.3,4.9,5.7,5.9,4.1,6.5
"Palmerston North City, Manawatu-Whanganui, New Zealand",New Zealand,1409.0,1529.0,1497.0,1485.0,1607.0,1787.0,1909.0,2045.0,2104.0,2334.0,2366.0,2409.0,2455.0,2483.0,2473.0,2530.0,2617.0,2574.0,2710.0,2854.0,3129.0,3494.0,3723.0,3858.0,3888.0,996.0,4.7,5.8,5.1,4.8,3.2,5.5,6.3,5.9,5.4,6.1,5.6,5.5,4.7,4.7,4.9,3.8,5.8,4.3,2.0
"Kallithea, Attica, Greece",Greece,10712.0,9782.0,10588.0,11364.0,12606.0,13567.0,14678.0,14918.0,14785.0,14268.0,15938.0,17284.0,,,,,,,20112.0,24272.0,26114.0,28071.0,30161.0,33072.0,34005.0,7406.0,4.5,5.2,4.8,4.8,3.4,3.9,5.6,6.5,4.7,5.2,5.6,4.1,4.9,4.5,4.8,3.8,5.8,3.5,3.3
"Łódź, Łódź Voivodeship, Poland",Poland,82244.0,87439.0,87817.0,88592.0,89118.0,84515.0,61431.0,50735.0,52130.0,61918.0,64606.0,65115.0,66208.0,59935.0,53840.0,58340.0,60745.0,67390.0,72310.0,73750.0,77743.0,80476.0,83804.0,85946.0,88515.0,51076.0,4.2,5.3,4.5,4.0,3.1,4.3,5.6,6.3,4.8,5.5,4.2,4.1,5.7,4.2,3.2,4.3,4.5,3.2,3.0
"Buffalo, New York, United States",United States,79732.0,82756.0,82525.0,74767.0,75796.0,78343.0,70975.0,64434.0,62082.0,67606.0,71484.0,183178.0,175299.0,175703.0,160508.0,162275.0,147271.416,171629.897,179309.907,178311.354,176864.526,175261.488,174291.74599999998,169324.918,165478.0,45037.0,5.3,5.8,4.6,5.8,4.9,5.8,5.6,5.8,5.8,6.0,5.5,4.0,4.7,4.1,5.9,4.9,6.6,5.0,4.7
"Geseke, North Rhine-Westphalia, Germany",Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,6.0,4.8,5.5,5.3,5.4,5.8,7.0,5.7,6.0,5.0,4.3,4.6,5.3,4.9,5.7,5.9,4.1,6.5
"Dortmund, North Rhine-Westphalia, Germany",Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,6.0,4.8,5.5,5.3,5.4,5.8,7.0,5.7,6.0,5.0,4.3,4.6,5.3,4.9,5.7,5.9,4.1,6.5
"Medellín, Antioquia, Colombia",Colombia,1433.0,751.0,758.0,823.0,725.0,707.0,788.0,661.0,668.0,840.0,981.0,2096.0,2381.0,2545.0,2649.0,1701.0,2356.0,2434.0,2595.0,2866.0,3371.0,3675.0,4056.0,4397.0,4531.0,1396.0,4.0,4.4,4.7,3.1,3.8,3.8,3.8,5.2,4.6,4.6,4.1,4.6,5.8,4.4,3.0,2.5,3.8,4.4,3.2
"Bowling Green, Ohio, United States",United States,79732.0,82756.0,82525.0,74767.0,75796.0,78343.0,70975.0,64434.0,62082.0,67606.0,71484.0,183178.0,175299.0,175703.0,160508.0,162275.0,147271.416,171629.897,179309.907,178311.354,176864.526,175261.488,174291.74599999998,169324.918,165478.0,45037.0,5.3,5.8,4.6,5.8,4.9,5.8,5.6,5.8,5.8,6.0,5.5,4.0,4.7,4.1,5.9,4.9,6.6,5.0,4.7
"Lillehammer, Norway",Norway,,,,5045.0,5123.0,5121.0,5115.0,4543.0,4686.0,5130.0,5418.0,5738.0,6017.0,6054.0,6114.0,6578.0,6693.0,,,,,,,,,,4.6,5.9,4.9,4.9,2.7,5.3,6.1,6.4,5.5,6.3,5.4,4.0,4.2,5.8,5.6,3.9,5.1,3.2,2.2
"Bandung, West Java, Indonesia",Indonesia,4324.0,5034.0,5185.0,4606.0,4728.0,5064.0,5153.0,5033.0,4467.0,5321.0,5002.0,4871.0,5506.0,6234.0,6324.0,7003.0,7650.0,8044.0,8802.0,9435.0,10407.0,11519.0,14040.0,15810.0,16107.0,4053.0,4.3,4.8,5.0,3.5,3.8,4.7,5.4,4.5,4.9,4.7,5.9,4.3,6.2,3.5,3.9,3.3,3.1,4.5,3.2
"Chapel Hill, North Carolina, United States",United States,79732.0,82756.0,82525.0,74767.0,75796.0,78343.0,70975.0,64434.0,62082.0,67606.0,71484.0,183178.0,175299.0,175703.0,160508.0,162275.0,147271.416,171629.897,179309.907,178311.354,176864.526,175261.488,174291.74599999998,169324.918,165478.0,45037.0,5.3,5.8,4.6,5.8,4.9,5.8,5.6,5.8,5.8,6.0,5.5,4.0,4.7,4.1,5.9,4.9,6.6,5.0,4.7
"Liaoning, China",China,46387.0,51128.0,57588.0,63478.0,72796.0,83444.0,89013.0,97908.0,91662.0,109038.0,120292.0,124942.0,131873.0,130027.0,126476.0,133762.0,135423.0,132405.0,129078.0,128499.0,133820.0,141774.0,153260.0,158606.0,162538.0,30402.0,4.9,5.2,4.3,3.9,6.1,4.7,5.6,5.6,5.2,5.0,4.8,3.1,5.7,3.8,4.3,3.9,3.5,5.1,7.0
"Perpignan, Occitania, France",France,,148263.0,157551.0,,,,,,,190282.0,185829.0,193882.0,193319.0,193571.0,192369.0,189826.0,196595.0,197522.0,204410.0,206599.0,203302.0,203042.0,207274.0,211998.0,217877.0,117109.0,5.4,5.6,4.8,5.4,5.9,4.8,5.7,6.5,5.1,5.9,5.1,4.2,4.5,5.3,4.8,5.6,5.7,4.9,6.8
"Special Region of Yogyakarta, Indonesia",Indonesia,4324.0,5034.0,5185.0,4606.0,4728.0,5064.0,5153.0,5033.0,4467.0,5321.0,5002.0,4871.0,5506.0,6234.0,6324.0,7003.0,7650.0,8044.0,8802.0,9435.0,10407.0,11519.0,14040.0,15810.0,16107.0,4053.0,4.3,4.8,5.0,3.5,3.8,4.7,5.4,4.5,4.9,4.7,5.9,4.3,6.2,3.5,3.9,3.3,3.1,4.5,3.2
"Mentor Township, Michigan, United States",United States,79732.0,82756.0,82525.0,74767.0,75796.0,78343.0,70975.0,64434.0,62082.0,67606.0,71484.0,183178.0,175299.0,175703.0,160508.0,162275.0,147271.416,171629.897,179309.907,178311.354,176864.526,175261.488,174291.74599999998,169324.918,165478.0,45037.0,5.3,5.8,4.6,5.8,4.9,5.8,5.6,5.8,5.8,6.0,5.5,4.0,4.7,4.1,5.9,4.9,6.6,5.0,4.7
"Central Province, Sri Lanka",Sri Lanka,414.0,315.0,384.0,409.0,465.0,445.0,397.0,457.0,583.0,681.0,669.0,689.0,592.0,526.0,538.0,766.0,976.0,1133.0,1415.0,1665.0,1993.0,2168.0,2248.0,2521.0,2027.0,540.0,3.7,4.7,4.3,3.2,2.7,4.4,5.4,5.3,4.4,3.9,5.2,2.7,5.4,4.0,2.8,3.7,3.3,3.6,1.7
"Ilmenau, Thuringia, Germany",Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,6.0,4.8,5.5,5.3,5.4,5.8,7.0,5.7,6.0,5.0,4.3,4.6,5.3,4.9,5.7,5.9,4.1,6.5
"State College, Pennsylvania, United States",United States,79732.0,82756.0,82525.0,74767.0,75796.0,78343.0,70975.0,64434.0,62082.0,67606.0,71484.0,183178.0,175299.0,175703.0,160508.0,162275.0,147271.416,171629.897,179309.907,178311.354,176864.526,175261.488,174291.74599999998,169324.918,165478.0,45037.0,5.3,5.8,4.6,5.8,4.9,5.8,5.6,5.8,5.8,6.0,5.5,4.0,4.7,4.1,5.9,4.9,6.6,5.0,4.7
"Taoyuan City, Taiwan",Taiwan,2332.0,2358.0,2372.0,2299.0,2411.0,2624.0,2831.0,2978.0,2248.0,2950.0,3378.0,3520.0,3716.0,3845.0,4395.0,5567.0,6087.0,7311.0,8016.0,9910.0,10440.0,10690.0,10740.0,11067.0,11864.0,1378.0,4.3,5.6,4.5,4.6,2.6,5.1,6.0,6.0,5.3,5.6,4.7,3.7,5.4,4.4,3.9,5.1,4.8,2.6,2.6
"Maribor, Slovenia",Slovenia,63674.0,71876.0,76568.0,65587.0,60009.0,63580.0,61878.0,60031.0,59388.0,63013.0,60230.0,58274.0,61293.0,,,,,,,,,,,,,,4.3,5.4,4.8,4.2,2.9,4.3,6.1,6.2,4.9,5.5,5.1,3.7,5.1,5.4,2.6,4.8,5.4,4.1,1.7
"St. John's, Newfoundland and Labrador, Canada",Canada,41657.0,43256.0,45076.0,48064.0,49055.0,48638.0,47147.0,44896.0,38903.0,38845.0,36160.0,33390.0,30373.0,27370.0,24696.0,25621.0,25066.0,25318.0,25167.0,25558.0,27555.0,30142.0,31081.0,31274.0,32430.0,5068.0,5.1,5.6,4.6,5.5,4.4,5.2,6.1,5.7,5.5,5.8,5.1,3.6,4.9,4.9,6.6,3.9,6.1,4.8,4.0
