url,Citazioni,location
conf/cbc/cbc2019,5,"Darmstadt, Germany"
conf/wisec/wisec2016,158,"Darmstadt, Germany"
conf/tidse/tidse2004,182,"Darmstadt, Germany"
conf/gldv/gscl2013,36,"Darmstadt, Germany"
conf/d-cscl/d-cscl2000,16,"Darmstadt, Germany"
conf/cobuild/cobuild1998,263,"Darmstadt, Germany"
conf/cmsb/cmsb2017,61,"Darmstadt, Germany"
conf/secsr/ssr2018,6,"Darmstadt, Germany"
conf/cosade/cosade2019,17,"Darmstadt, Germany"
conf/nf2/nf2-87,78,"Darmstadt, Germany"
conf/iticse/iticse2011,460,"Darmstadt, Germany"
conf/vmv/vmv2014,2,"Darmstadt, Germany"
conf/dagm/dagm2010,342,"Darmstadt, Germany"
conf/fpl/fpl1996,261,"Darmstadt, Germany"
conf/pqcrypto/pqcrypto2010,233,"Darmstadt, Germany"
conf/sipew/sipew2008,113,"Darmstadt, Germany"
conf/pkc/pkc2012,730,"Darmstadt, Germany"
conf/ht/ht99,340,"Darmstadt, Germany"
conf/wollic/wollic2013,50,"Darmstadt, Germany"
conf/ecoop/ecoop2003,432,"Darmstadt, Germany"
conf/gmvset/gmvset1992,9,"Darmstadt, Germany"
conf/ercimdl/ecdl2001,297,"Darmstadt, Germany"
conf/arc/arc2019,12,"Darmstadt, Germany"
conf/icfca/icfca2009,100,"Darmstadt, Germany"
conf/cosade/cosade2012,229,"Darmstadt, Germany"
conf/vast/gch2014,8,"Darmstadt, Germany"
conf/ih/ih2009,252,"Darmstadt, Germany"
conf/tcs/tcs1977,80,"Darmstadt, Germany"
conf/eurographics/eg1981,2,"Darmstadt, Germany"
conf/mam/mam2015,2,"Darmstadt, Germany"
conf/gamedays/gamedays2014,60,"Darmstadt, Germany"
conf/edutainment/edutainment2012,61,"Darmstadt, Germany"
conf/eurocrypt/eurocrypt2019-1,110,"Darmstadt, Germany - Part I"
conf/eurocrypt/eurocrypt2019-2,98,"Darmstadt, Germany - Part II"
conf/eurocrypt/eurocrypt2019-3,87,"Darmstadt, Germany - Part III"
conf/ami/amiw2007,130,"Darmstadt, Germany - Workshops"
conf/ki/kifs1986,2,"Dassel (Solling), Germany"
conf/ki/kifs1984,9,"Dassel (Solling), Germany"
conf/ki/gwai1983,34,Dassel/Solling
conf/ki/gwai85,26,Dassel/Solling
conf/ibm/db75,9,"Data Base Systems, 1975"
conf/ibm/db79,33,"Data Base Techniques for Pictorial Applications, 1979"
conf/dimacs/dimacs72,72,Data Depth
conf/dimacs/dimacs59,89,"Data Structures, Near Neighbor Searches, and Methodology"
conf/ibm/db90,36,"Database Systems of the 90s, 1990"
conf/edo/edo2000,54,"Davis, CA, USA"
conf/dsom/dsom2004,74,"Davis, CA, USA"
conf/raid/raid2001,650,"Davis, CA, USA"
conf/middleware/middleware2019,16,"Davis, CA, USA"
conf/middleware/middleware2019,3,"Davis, CA, USA"
conf/middleware/m4iot2019,1,"Davis, CA, USA"
conf/micro/nocarc2013,22,"Davis, CA, USA"
conf/ipmi/ipmi2001,506,"Davis, CA, USA"
conf/middleware/woc2019,3,"Davis, CA, USA"
conf/middleware/dfsd2019,1,"Davis, CA, USA"
conf/middleware/middleware2019ds,4,"Davis, CA, USA"
conf/middleware/middleware2019p,1,"Davis, CA, USA"
conf/eurocrypt/eurocrypt88,1046,"Davos, Switzerland"
conf/sum/sum2011,140,"Dayton, OH, USA"
conf/iccda/iccda2018,10,"DeKalb, IL, USA"
conf/iwdm/iwdm89,89,"Deauville, France"
conf/sas/sas2012,288,"Deauville, France"
conf/rskt/ijcsr2019,15,"Debrecen, Hungary"
conf/lfcs/lfcs2016,59,"Deerfield Beach, FL, USA"
conf/lfcs/lfcs2009,103,"Deerfield Beach, FL, USA"
conf/lfcs/lfcs2020,8,"Deerfield Beach, FL, USA"
conf/lfcs/lfcs2018,40,"Deerfield Beach, FL, USA"
conf/s-bpm-one/s-bpm-one2013,75,"Deggendorf, Germany"
conf/dgo/dgo2018,134,"Delft, The Netherlands"
conf/iva/iva2015,187,"Delft, The Netherlands"
conf/i3e/i3e2015,82,"Delft, The Netherlands"
conf/europar/coregrid2009,49,"Delft, The Netherlands"
conf/iccl2/iccl2015,85,"Delft, The Netherlands"
conf/tear/tear2010,51,"Delft, The Netherlands"
conf/idc/idc2011,103,"Delft, The Netherlands"
conf/hpdc/vtdc2012,47,"Delft, The Netherlands"
conf/udmv/udmv2015,3,"Delft, The Netherlands"
conf/ectel/ectel2019,35,"Delft, The Netherlands"
conf/eewc/eewc2012,42,"Delft, The Netherlands"
conf/patmos/patmos2009,41,"Delft, The Netherlands"
conf/sensys/sensys2017,286,"Delft, The Netherlands"
conf/ispe/ispe2015,8,"Delft, The Netherlands"
conf/europar/europar2009w,163,"Delft, The Netherlands"
conf/ecce/ecce2010,135,"Delft, The Netherlands"
conf/wosp/icpe2016,127,"Delft, The Netherlands"
conf/safecomp/safecomp2015,73,"Delft, The Netherlands"
conf/europar/europar2009,465,"Delft, The Netherlands"
conf/gecon/gecon2009,13,"Delft, The Netherlands"
conf/iwsos/iwsos2012,45,"Delft, The Netherlands"
conf/epart/epart2011,207,"Delft, The Netherlands"
conf/egov/egov2011,177,"Delft, The Netherlands"
conf/acivs/acivs2007,258,"Delft, The Netherlands"
conf/sensys/buildsys2017,70,"Delft, The Netherlands"
conf/sensys/safethings2017,18,"Delft, The Netherlands"
conf/hpdc/dict2012,32,"Delft, The Netherlands"
conf/ewsn/ewsn2007,331,"Delft, The Netherlands"
conf/sensys/failsafe2017,20,"Delft, The Netherlands"
conf/pret/pret2010,25,"Delft, The Netherlands"
conf/isaga/isaga2017,4,"Delft, The Netherlands"
conf/superhuman/sh2018,13,"Delft, The Netherlands"
conf/hpdc/hpdc2012,444,"Delft, The Netherlands"
conf/safecomp/safecomp2015w,89,"Delft, The Netherlands"
conf/sensys/humansys2017,5,"Delft, The Netherlands"
conf/sensys/enssys2017,8,"Delft, The Netherlands"
conf/prib/prib2011,50,"Delft, The Netherlands"
conf/cpaior/cpaior2018,72,"Delft, The Netherlands"
conf/ACMicec/icec2004,400,"Delft, The Netherlands"
conf/arc/arc2006,127,"Delft, The Netherlands"
conf/sensys/crowdsensys2017,14,"Delft, The Netherlands"
conf/ifip8-1/poem2010,94,"Delft, The Netherlands"
conf/arc/arc2017,47,"Delft, The Netherlands"
conf/arcs/arcs2009,58,"Delft, The Netherlands"
conf/cia/cia2007,94,"Delft, The Netherlands"
conf/wosp/icpe2016c,20,"Delft, The Netherlands - Companion"
conf/eurographics/eg-posters2018,1,"Delft, The Netherlands - Posters"
conf/eurographics/eg-short2018,1,"Delft, The Netherlands - Short Papers"
conf/i3e/i3e2017,92,"Delhi, India"
conf/iciss/iciss2007,90,"Delhi, India"
conf/fse/fse2004,821,"Delhi, India"
conf/isda/isda2017,44,"Delhi, India"
conf/cods/cods2014,16,"Delhi, India"
conf/sscc/sscc2014,62,"Delhi, India"
conf/icla/icla2011,75,"Delhi, India"
conf/his/his2017,21,"Delhi, India"
conf/icla/icla2019,8,"Delhi, India"
conf/rsfdgrc/rsfdgrc2009,211,"Delhi, India"
conf/icdt/icdt97,860,"Delphi, Greece"
conf/cdb/cdb97,24,"Delphi, Greece"
conf/etra/etra2019,107,"Denver , CO, USA"
conf/gecco/gecco2016,720,"Denver, CO, USA"
conf/models/models2009w,136,"Denver, CO, USA"
conf/grid/grid2001,142,"Denver, CO, USA"
conf/ccs/ccs2015,3100,"Denver, CO, USA"
conf/oorase/oorase1999,81,"Denver, CO, USA"
conf/sc/scala2017,22,"Denver, CO, USA"
conf/icost/icost2014,46,"Denver, CO, USA"
conf/bench/bench2019,15,"Denver, CO, USA"
conf/sc/pmbs2013,66,"Denver, CO, USA"
conf/sc/waccpd2017,9,"Denver, CO, USA"
conf/sc/sc2013,1690,"Denver, CO, USA"
conf/sc/e2sc2017,18,"Denver, CO, USA"
conf/models/fosd2009,70,"Denver, CO, USA"
conf/models/models2009,660,"Denver, CO, USA"
conf/sigcpr/sigcpr1996,113,"Denver, CO, USA"
conf/chi/chi2017a,1432,"Denver, CO, USA"
conf/sc/ia3-2017,11,"Denver, CO, USA"
conf/sc/sc2019,89,"Denver, CO, USA"
conf/siguccs/siguccs2016,24,"Denver, CO, USA"
conf/sc/works2017,15,"Denver, CO, USA"
conf/sc/sc2001,3,"Denver, CO, USA"
conf/sc/mlhpc2017,26,"Denver, CO, USA"
conf/sc/mchpc2017,12,"Denver, CO, USA"
conf/sc/paw2017,8,"Denver, CO, USA"
conf/sc/pmbs2017,22,"Denver, CO, USA"
conf/sc/waccpd2019,1,"Denver, CO, USA"
conf/sc/pdsw-discs2017,15,"Denver, CO, USA"
conf/sc/correctness2017,7,"Denver, CO, USA"
conf/sc/espm2017,9,"Denver, CO, USA"
conf/chi/chi2017,7026,"Denver, CO, USA"
conf/pads/pads2014,114,"Denver, CO, USA"
conf/sc/llvm2017,23,"Denver, CO, USA"
conf/ih/ihmmsec2020,2,"Denver, CO, USA"
conf/sc/whpcf2013,26,"Denver, CO, USA"
conf/sigecom/sigecom1999,1494,"Denver, CO, USA"
conf/sc/works2013,46,"Denver, CO, USA"
conf/acm/acm85,92,"Denver, CO, USA"
conf/sigcse/sigcse2013,1284,"Denver, CO, USA"
conf/sc/sc2017,392,"Denver, CO, USA"
conf/sc/pyhpc2017,6,"Denver, CO, USA"
conf/gecco/gecco2016c,309,"Denver, CO, USA - Companion Material"
conf/sc/espt2018,3,"Denver, CO, USA / Dallas, TX, USA"
conf/sc/espt2018,3,"Denver, CO, USA / Dallas, TX, USA"
conf/pods/pods91,312,"Denver, Colorado"
conf/chi/chi1995c,931,"Denver, Colorado"
conf/chi/chi95,3831,"Denver, Colorado"
conf/sigmod/sigmod91,1346,"Denver, Colorado"
conf/ccs/wiscs2015,52,"Denver, Colorado, USA"
conf/ccs/spsm2015,87,"Denver, Colorado, USA"
conf/sc/vhpc2013,11,"Denver, Colorado, USA"
conf/ccs/ccsw2015,22,"Denver, Colorado, USA"
conf/sc/discs2013,21,"Denver, Colorado, USA"
conf/jcdl/jcdl2005,720,"Denver, Colorado, USA"
conf/sigada/sigada2011,16,"Denver, Colorado, USA"
conf/rita/rita2013,136,"Denver, Colorado, USA"
conf/ccs/trusted2015,36,"Denver, Colorado, USA"
conf/sc/hipcnapg2013,6,"Denver, Colorado, USA"
conf/oopsla/oopsla99,1124,"Denver, Colorado, USA"
conf/ccs/cpsspc2015,75,"Denver, Colorado, USA"
conf/sigplan/sigplan1979,103,"Denver, Colorado, USA"
conf/siguccs/siguccs1999,14,"Denver, Colorado, USA"
conf/sle/sle2009,183,"Denver, Colorado, USA"
conf/sc/ndm2013,30,"Denver, Colorado, USA"
conf/stoc/stoc72,198,"Denver, Colorado, USA"
conf/sc/sehpccse2013,8,"Denver, Colorado, USA"
conf/sc/ultravis2013,31,"Denver, Colorado, USA"
conf/sc/scala2013,57,"Denver, Colorado, USA"
conf/ccs/mist2015,44,"Denver, Colorado, USA"
conf/sc/ia3-2013,42,"Denver, Colorado, USA"
conf/sc/pdsw2013,32,"Denver, Colorado, USA"
conf/sc/e2sc2013,41,"Denver, Colorado, USA"
conf/ccs/mtd2015,126,"Denver, Colorado, USA"
conf/safeconfig/safeconfig2015,26,"Denver, Colorado, USA"
conf/ccs/aisec2015,97,"Denver, Colorado, USA"
conf/wpes/wpes2015,44,"Denver, Colorado, USA"
conf/dagstuhl/dm2005,71,Dependability Metrics 2005
conf/iccs/iccs2011,103,"Derby, UK"
conf/dimacs/dimacs1996,135,Descriptive Complexity and Finite Models 1996
conf/colt/colt1996,245,"Desenzano del Garda, Italy"
conf/comma/comma2010,1,"Desenzano del Garda, Italy"
conf/sigite/sigite2007,107,"Destin, Florida, USA"
conf/sss/sss2008,74,"Detroit, MI, USA"
conf/siggraph/siggraph1983,483,"Detroit, Michigan, USA"
conf/acm/acm1979,54,"Detroit, Michigan, USA"
conf/ismb/ismb2005,2,"Detroit, Michigan, USA (Supplement of Bioinformatics)"
conf/clrimg/clrimg1996,69,"Device-Independent Color, Color Hard Copy, and Graphic Arts 1996"
conf/clrimg/clrimg1997,84,"Device-Independent Color, Color Hard Copy, and Graphic Arts 1997"
conf/clrimg/clrimg1998,101,"Device-Independent Color, Color Hard Copy, and Graphic Arts 1998"
conf/clrimg/clrimg1999,69,"Device-Independent Color, Color Hard Copy, and Graphic Arts 1999"
conf/clrimg/clrimg2000,83,"Device-Independent Color, Color Hard Copy, and Graphic Arts 2000"
conf/clrimg/clrimg2001,98,"Device-Independent Color, Color Hard Copy, and Graphic Arts 2001"
conf/clrimg/clrimg2002,91,"Device-Independent Color, Color Hardcopy, and Applications 2002"
conf/walcom/walcom2018,18,"Dhaka, Bangladesh"
conf/walcom/walcom2015,21,"Dhaka, Bangladesh"
conf/walcom/walcom2008,49,"Dhaka, Bangladesh"
conf/icca2/icca2020,6,"Dhaka, Bangladesh"
conf/nsyss/nsyss2019,3,"Dhaka, Bangladesh"
conf/walcom/walcom2012,32,"Dhaka, Bangladesh"
conf/walcom/walcom2010,105,"Dhaka, Bangladesh"
conf/rait/rait2014,12,"Dhanbad, India"
conf/birthday/rodding87,234,"Dieter Rödding, 1987"
conf/delos/delos2004lncs,24,Digital Library Architectures 2004
conf/midp/midp2013,129,Digital Pathology 2013
conf/midp/midp2014,102,Digital Pathology 2014
conf/midp/midp2015,43,Digital Pathology 2015
conf/midp/midp2016,40,Digital Pathology 2016
conf/midp/midp2017,37,Digital Pathology 2017
conf/midp/midp2018,52,Digital Pathology 2018
conf/midp/midp2019,15,Digital Pathology 2019
conf/midp/midp2020,7,Digital Pathology 2020
conf/dagstuhl/dig2000,125,Digital and Image Geometry 2000
conf/complenet/complenet2016,43,"Dijon, France"
conf/dmtcs/dmtcs2003,96,"Dijon, France"
conf/sac/sac2006,2225,"Dijon, France"
conf/dictap/dictap2011-1,91,"Dijon, France"
conf/dictap/dictap2011-2,66,"Dijon, France"
conf/crisis/crisis2017,11,"Dinard, France"
conf/dimacs/dimacs51,74,Discrete Mathematical Chemistry 1998
conf/dimacs/dimacs55,113,Discrete Mathematical Problems with Medical Applications 1999
conf/dimacs/dimacs36,1,Discrete Mathematics in the Schools 1992
conf/dimacs/dimacs70,22,Discrete Methods in Epidemiology 2004
conf/dimacs/dimacs6,117,Discrete and Computational Geometry 1990
conf/dimacs/dimacs71,31,Disease Evolution
conf/clrimg/clrimg2009,38,"Displaying, Processing, Hardcopy, and Applications 2009"
conf/clrimg/clrimg2010,15,"Displaying, Processing, Hardcopy, and Applications 2010"
conf/clrimg/clrimg2011,58,"Displaying, Processing, Hardcopy, and Applications 2011"
conf/clrimg/clrimg2012,28,"Displaying, Processing, Hardcopy, and Applications 2012"
conf/clrimg/clrimg2013,26,"Displaying, Processing, Hardcopy, and Applications 2013"
conf/clrimg/clrimg2014,11,"Displaying, Processing, Hardcopy, and Applications 2014"
conf/clrimg/clrimg2015,12,"Displaying, Processing, Hardcopy, and Applications 2015"
conf/dimacs/dimacs2,62,Distributed Computing And Cryptography 1989
conf/ac/ds,196,Distributed Systems 1980
conf/ac/ds84,17,Distributed Systems 1984
conf/iconip/iconip2012-1,148,"Doha, Qatar"
conf/iconip/iconip2012-5,188,"Doha, Qatar"
conf/socinfo/socinfo2019,10,"Doha, Qatar"
conf/crowncom/crowncom2015,106,"Doha, Qatar"
conf/iconip/iconip2012-3,153,"Doha, Qatar"
conf/iconip/iconip2012-2,177,"Doha, Qatar"
conf/iconip/iconip2012-4,187,"Doha, Qatar"
conf/ifip5-1/plm2015,63,"Doha, Qatar"
conf/lpar/lpar2008,355,"Doha, Qatar"
conf/RelMiCS/RelMiCS2009,38,"Doha, Qatar"
conf/asian/asian2007,99,"Doha, Qatar"
conf/raai/raai2019,5,"Dolgoprudny, Russia"
conf/dagstuhl/dspg2003,255,Domain-Specific Program Generation 2003
conf/aciids/aciids2018p,41,"Dong Hoi City, Vietnam"
conf/aciids/aciids2018-1,70,"Dong Hoi City, Vietnam"
conf/aciids/aciids2018-2,86,"Dong Hoi City, Vietnam"
conf/interaccion/interaccion2019,15,"Donostia, Gipuzkoa, Spain"
conf/erpf/erpf2014,16,"Dornbirn, Austria"
conf/wg/wg2007,85,"Dornburg, Germany"
conf/rz/rz1991,3,Dortmund
conf/mmb/mmb85,23,Dortmund
conf/ppsn/ppsn2008,1095,"Dortmund, Germany"
conf/db-workshops/nsdb1988,6,"Dortmund, Germany"
conf/mikro/mikro1990,8,"Dortmund, Germany"
conf/ki/ki2017,32,"Dortmund, Germany"
conf/dagm/gcpr2019,12,"Dortmund, Germany"
conf/wea/sea2009,165,"Dortmund, Germany"
conf/hm/hm2007,200,"Dortmund, Germany"
conf/fuzzy/fuzzy1997,92,"Dortmund, Germany"
conf/fuzzy/fuzzy1994,31,"Dortmund, Germany"
conf/foiks/foiks2020,4,"Dortmund, Germany"
conf/ecal/ecal2003,529,"Dortmund, Germany"
conf/fuzzy/fuzzy2001,246,"Dortmund, Germany"
conf/fuzzy/fuzzy2004,169,"Dortmund, Germany"
conf/gfkl/gfkl2004,145,"Dortmund, Germany"
conf/fuzzy/fuzzy1999,133,"Dortmund, Germany"
conf/fuzzy/fuzzy1993,14,"Dortmund, Germany"
conf/ipmu/ipmu2010-1,129,"Dortmund, Germany - CCIS Volume 1"
conf/ipmu/ipmu2010-2,99,"Dortmund, Germany - CCIS Volume 2"
conf/ipmu/ipmu2010,304,"Dortmund, Germany - LNCS Volume"
conf/compass/compass91,86,"Dourdan, France"
conf/eurofuse/eurofuse2011,53,"Douro Wine Region, Régua, Portugal"
conf/dagstuhl/dg1999,112,Drawing Graphs 1999
conf/ki/ki96,120,Dresden
conf/btw/btw95,77,Dresden
conf/mfdbs/mfdbs87,17,"Dresden, GDR"
conf/europar/europar2006,511,"Dresden, Germany"
conf/ih/ih99,616,"Dresden, Germany"
conf/europar/europar2006w,43,"Dresden, Germany"
conf/membrane/membrane2018,4,"Dresden, Germany"
conf/ptw/ptw2011,16,"Dresden, Germany"
conf/fct/fct95,268,"Dresden, Germany"
conf/eurosys/edgesys2019,13,"Dresden, Germany"
conf/cost/cost2011s,174,"Dresden, Germany"
conf/stacs/stacs2001,372,"Dresden, Germany"
conf/ptw/ptw2009,132,"Dresden, Germany"
conf/eemmas/eemmas2007,83,"Dresden, Germany"
conf/sle/sle2012,78,"Dresden, Germany"
conf/rweb/rweb2007,62,"Dresden, Germany"
conf/dagm/dagm1992,47,"Dresden, Germany"
conf/sar/sar2013,12,"Dresden, Germany"
conf/pet/pet2003,230,"Dresden, Germany"
conf/prolamat/prolamat2013,53,"Dresden, Germany"
conf/adbis/adbis2003,180,"Dresden, Germany"
conf/haid/haid2009,47,"Dresden, Germany"
conf/arcs/arcs2008,75,"Dresden, Germany"
conf/rweb/rweb2010,21,"Dresden, Germany"
conf/ifip6-6/eunice2011,36,"Dresden, Germany"
conf/jelia/jelia2008,118,"Dresden, Germany"
conf/ifip5-5/prove2013,133,"Dresden, Germany"
conf/eurosys/eurosys2019,125,"Dresden, Germany"
conf/esorics/esorics2007,488,"Dresden, Germany"
conf/icfca/icfca2006,127,"Dresden, Germany"
conf/tabletop/its2014,331,"Dresden, Germany"
conf/eurosec/eurosec2019,14,"Dresden, Germany"
conf/iccs/iccs2003,131,"Dresden, Germany"
conf/ki/ki2015,53,"Dresden, Germany"
conf/mc/mc2018,1,"Dresden, Germany"
conf/date/es4cps2014,7,"Dresden, Germany"
conf/icfca/icfca2013,41,"Dresden, Germany"
conf/clima/clima2008,28,"Dresden, Germany"
conf/eurosys/papoc2019,6,"Dresden, Germany"
conf/iwomp/iwomp2009,93,"Dresden, Germany"
conf/ptw/ptw2013,8,"Dresden, Germany"
conf/wivec/wivec2013,89,"Dresden, Germany"
conf/mc/mc2018w,3,"Dresden, Germany - Workshops"
conf/icist/icist2014,72,"Druskininkai, Lithuania"
conf/icist/icist2016,109,"Druskininkai, Lithuania"
conf/icist/icist2017,28,"Druskininkai, Lithuania"
conf/icist/icist2015,62,"Druskininkai, Lithuania"
conf/data2/data2019,30,"Dubai, UAE"
conf/acling/acling2017,138,"Dubai, UAE"
conf/ndt/ndt2012-2,57,"Dubai, UAE"
conf/acling/acling2018,65,"Dubai, UAE"
conf/ndt/ndt2012-1,105,"Dubai, UAE"
conf/dgo/dgo2019,23,"Dubai, United Arab Emirates"
conf/wise/wise2018-1,46,"Dubai, United Arab Emirates"
conf/airs/airs2011,116,"Dubai, United Arab Emirates"
conf/ihsi/ihsi2018,114,"Dubai, United Arab Emirates"
conf/wise/quat2018,3,"Dubai, United Arab Emirates"
conf/wise/wise2018-2,33,"Dubai, United Arab Emirates"
conf/emcis/emcis2019,2,"Dubai, United Arab Emirates"
conf/ifip8-2/iso2016,16,"Dublin, Ireland"
conf/mir/lsc2020,6,"Dublin, Ireland"
conf/smile/smile2000,85,"Dublin, Ireland"
conf/chddh/chddh2016,7,"Dublin, Ireland"
conf/gecco/gecco2011,1632,"Dublin, Ireland"
conf/cosn/cosn2014,143,"Dublin, Ireland"
conf/pldi/plas2009,228,"Dublin, Ireland"
conf/web/web2016,2,"Dublin, Ireland"
conf/rt/rt1995,338,"Dublin, Ireland"
conf/fm/vdme1988,116,"Dublin, Ireland"
conf/aiam/aiam2019,7,"Dublin, Ireland"
conf/tacas/tacas2020-2,31,"Dublin, Ireland"
conf/compsystech/compsystech2015,89,"Dublin, Ireland"
conf/recomb/rcg2005,96,"Dublin, Ireland"
conf/egh/hpg2016,1,"Dublin, Ireland"
conf/egh/hpg2017,77,"Dublin, Ireland"
conf/nanocom/nanocom2019,24,"Dublin, Ireland"
conf/pldi/pldi2009,2225,"Dublin, Ireland"
conf/mam/mam2016,2,"Dublin, Ireland"
conf/dsom/dsom2006,128,"Dublin, Ireland"
conf/mig/mig2013,134,"Dublin, Ireland"
conf/oois/oois95,53,"Dublin, Ireland"
conf/desrist/desrist2015,92,"Dublin, Ireland"
conf/ami/ami2013,92,"Dublin, Ireland"
conf/ipom/ipom2006,40,"Dublin, Ireland"
conf/cdmake/cdmake2020,2,"Dublin, Ireland"
conf/wosp/hottopics2014,21,"Dublin, Ireland"
conf/ah/ah2006,323,"Dublin, Ireland"
conf/wosp/icpe2014,276,"Dublin, Ireland"
conf/wosp/lt2014,12,"Dublin, Ireland"
conf/apgv/sap2013,121,"Dublin, Ireland"
conf/ecir/ecir2011,1085,"Dublin, Ireland"
conf/epart/epart2014,29,"Dublin, Ireland"
conf/esop/esop2020,15,"Dublin, Ireland"
conf/iwmm/ismm2009,143,"Dublin, Ireland"
conf/spice/spice2016,79,"Dublin, Ireland"
conf/ifl/ifl2005,56,"Dublin, Ireland"
conf/ecows/wewst2008,13,"Dublin, Ireland"
conf/loca/loca2006,185,"Dublin, Ireland"
conf/civr/civr2004,678,"Dublin, Ireland"
conf/mmns/mmns2006,35,"Dublin, Ireland"
conf/pvm/pvm2008,204,"Dublin, Ireland"
conf/pkdd/midas2018,3,"Dublin, Ireland"
conf/um/umap2015,176,"Dublin, Ireland"
conf/pkdd/nemesis2018,7,"Dublin, Ireland"
conf/pkdd/mlsa2018,6,"Dublin, Ireland"
conf/utp/utp2008,65,"Dublin, Ireland"
conf/cui/cui2019,72,"Dublin, Ireland"
conf/pkdd/dare2018,2,"Dublin, Ireland"
conf/enter/enter2014,375,"Dublin, Ireland"
conf/hworkload/hworkload2017,109,"Dublin, Ireland"
conf/iticse/iticse1998,97,"Dublin, Ireland"
conf/eleot/eleot2016,28,"Dublin, Ireland"
conf/mmm/mmm2014-2,154,"Dublin, Ireland"
conf/dsvis/dsvis2006,75,"Dublin, Ireland"
conf/pkdd/iotstreaming2018,1,"Dublin, Ireland"
conf/recsys/recsys2012,760,"Dublin, Ireland"
conf/pkdd/pkdd2018-2,72,"Dublin, Ireland"
conf/spice/spice2011,117,"Dublin, Ireland"
conf/cost/cost2009s,207,"Dublin, Ireland"
conf/sigir/sigir2013,2362,"Dublin, Ireland"
conf/esaw/esaw2006,131,"Dublin, Ireland"
conf/fase/fase2020,14,"Dublin, Ireland"
conf/pkdd/pkdd2018-1,46,"Dublin, Ireland"
conf/tpnc/tpnc2018,43,"Dublin, Ireland"
conf/mmm/mmm2014-1,191,"Dublin, Ireland"
conf/eurospi/eurospi2008,133,"Dublin, Ireland"
conf/wcce/wcce2017,56,"Dublin, Ireland"
conf/aics/aics2009,116,"Dublin, Ireland"
conf/mir/icmr2020,24,"Dublin, Ireland"
conf/mir/mmart2020,3,"Dublin, Ireland"
conf/tacas/tacas2020-1,22,"Dublin, Ireland"
conf/icids/icids2018,91,"Dublin, Ireland"
conf/selfman/selfman2006,88,"Dublin, Ireland"
conf/pkdd/pkdd2018-3,44,"Dublin, Ireland"
conf/egov/egov2014,79,"Dublin, Ireland"
conf/mobihealth/mobihealth2019,1,"Dublin, Ireland"
conf/pervasive/pervasive2006,735,"Dublin, Ireland"
conf/recsys/rsweb2012,24,"Dublin, Ireland"
conf/micro/micro1989,58,"Dublin, Ireland"
conf/cmcs/cmcs2020,1,"Dublin, Ireland (Part of ETAPS 2020)"
conf/gecco/gecco2011c,428,"Dublin, Ireland - Companion Material"
conf/eurographics/eg-stars2005,1,"Dublin, Ireland - State of the Art Reports"
conf/eccv/eccv2000-1,735,"Dublin, Ireland - Volume 1"
conf/ecil/ecil2014,107,"Dubrovnik, Croatia"
conf/kesamsta/kesamsta2012,166,"Dubrovnik, Croatia"
conf/iwpse/iwpse2007,153,"Dubrovnik, Croatia"
conf/soqua/soqua2007,85,"Dubrovnik, Croatia"
conf/ilp/ilp2012,27,"Dubrovnik, Croatia"
conf/psd/psd2016,32,"Dubrovnik, Croatia"
conf/ecsa/ecsa2015,74,"Dubrovnik/Cavtat, Croatia"
conf/ecsa/ecsa2015w,134,"Dubrovnik/Cavtat, Croatia - Workshops"
conf/schule/schule1997,6,Duisburg
conf/eics/eics2015,155,"Duisburg, Germany"
conf/enic/enic2017,3,"Duisburg, Germany"
conf/iwoca/iwoca2014,40,"Duluth, MN, USA"
conf/eurospi/eurospi2013,123,"Dundalk, Ireland"
conf/assets/assets2011,697,"Dundee, Scotland, UK"
conf/iticse/iticse2007,239,"Dundee, Scotland, UK"
conf/bncod/bncod2010,29,"Dundee, UK"
conf/context/context2001,163,"Dundee, UK"
conf/iccnsm/iccnsm2008,40,"Dunedin, New Zealand"
conf/seal/seal2014,231,"Dunedin, New Zealand"
conf/ivcnz/ivcnz2012,164,"Dunedin, New Zealand"
conf/graphite/graphite2005,260,"Dunedin, New Zealand"
conf/adcs/adcs2012,74,"Dunedin, New Zealand"
conf/adcs/adcs2018,17,"Dunedin, New Zealand"
conf/prima/prima2013,141,"Dunedin, New Zealand"
conf/nlpcc/nlpcc2019-2,17,"Dunhuang, China"
conf/nlpcc/nlpcc2019-1,12,"Dunhuang, China"
conf/ae/ae1999,76,"Dunkerque, France"
conf/ficta/ficta2015,64,"Durgapur, India"
conf/aldt/adt2019,2,"Durham, NC, USA"
conf/isas/isas2007,36,"Durham, NH, USA"
conf/cep/cep2020,6,"Durham, UK"
conf/wg/wg2008,122,"Durham, UK"
conf/ease/ease2011,242,"Durham, UK"
conf/types/types2000,139,"Durham, UK"
conf/cie/cie2019,3,"Durham, UK"
conf/lads/lads2007,31,"Durham, UK"
conf/ecp/ecp1999,189,"Durham, UK"
conf/icfem/icfem2011,249,"Durham, UK"
conf/cep/cep2019,4,"Durham, UK"
conf/rz/rz1989,4,Düsseldorf
conf/ifm/ifm2009,206,"Düsseldorf, Germany"
conf/jit/jit1999,41,"Düsseldorf, Germany"
conf/cqre/cqre1999,82,"Düsseldorf, Germany"
conf/rev/rev2018,22,"Düsseldorf, Germany"
